Make,Year,Transmission,Mileage,FuelType,MPG,EngineSize,USDPrice
Mercedes,2019,Automatic,4042,Petrol,42.2,2,30582.63
Volkswagen,2017,Semi-Auto,26536,Diesel,42.8,3,30586.42
Mercedes,2015,Automatic,33799,Diesel,42.8,3,30582.63
Volkswagen,2019,Manual,307,Diesel,43.5,2,30586.42
Volkswagen,2019,Manual,5000,Diesel,43.5,2,30586.42
Volkswagen,2020,Semi-Auto,5000,Petrol,44.1,1.5,30586.42
Volkswagen,2020,Semi-Auto,413,Diesel,46.3,2,30586.42
Mercedes,2019,Semi-Auto,1237,Petrol,46.3,1.5,30582.63
Mercedes,2020,Manual,1499,Petrol,47.1,1.3,30582.63
Volkswagen,2019,Semi-Auto,9000,Petrol,47.1,2,30586.42
Bmw,2016,Semi-Auto,32711,Diesel,47.1,3,30542.22
Bmw,2014,Automatic,37563,Diesel,47.1,3,30542.22
Volkswagen,2020,Manual,1061,Diesel,47.9,2,30586.42
Bmw,2020,Semi-Auto,7,Petrol,48.7,2,30542.22
Volkswagen,2019,Semi-Auto,3771,Diesel,48.7,2,30586.42
Bmw,2019,Semi-Auto,7264,Diesel,48.7,2,30542.22
Volkswagen,2019,Semi-Auto,2990,Diesel,49.6,2,30586.42
Volkswagen,2019,Semi-Auto,4977,Diesel,49.6,2,30586.42
Bmw,2020,Semi-Auto,13,Petrol,50.4,2,30542.22
Bmw,2020,Semi-Auto,14,Petrol,50.4,2,30542.22
Bmw,2020,Semi-Auto,104,Petrol,50.4,2,30542.22
Bmw,2019,Automatic,4428,Petrol,50.4,1.5,30542.22
Hyundai,2019,Semi-Auto,6648,Hybrid,50.4,1.6,30586.42
Bmw,2019,Automatic,7824,Petrol,50.4,2,30542.22
Volkswagen,2019,Automatic,11267,Diesel,50.4,2,30586.42
Bmw,2020,Semi-Auto,6,Petrol,52.3,2,30542.22
Bmw,2020,Semi-Auto,11,Petrol,52.3,2,30542.22
Bmw,2020,Semi-Auto,102,Petrol,52.3,2,30542.22
Toyota,2019,Automatic,3000,Hybrid,52.3,2.5,30549.49
Bmw,2019,Semi-Auto,4278,Diesel,52.3,3,30542.22
Bmw,2019,Semi-Auto,8722,Diesel,53.3,3,30542.22
Mercedes,2019,Semi-Auto,12043,Diesel,56.5,2,30582.63
Bmw,2017,Automatic,20508,Diesel,56.5,3,30542.22
Mercedes,2017,Semi-Auto,28001,Diesel,56.5,2.1,30582.63
Toyota,2019,Automatic,6000,Other,57.7,1.8,30549.49
Volkswagen,2019,Semi-Auto,4110,Diesel,60.1,2,30586.42
Mercedes,2019,Automatic,2380,Diesel,62.8,1.5,30582.63
Toyota,2019,Automatic,2979,Hybrid,62.8,1.8,30549.49
Bmw,2020,Semi-Auto,5,Diesel,65.7,2,30542.22
Bmw,2019,Semi-Auto,6188,Diesel,65.7,2,30542.22
Bmw,2019,Semi-Auto,13929,Diesel,65.7,2,30542.22
Toyota,2019,Automatic,7000,Other,217.3,1.8,30549.49
Volkswagen,2019,Semi-Auto,6000,Petrol,32.8,2,30587.55
Volkswagen,2019,Automatic,21746,Diesel,33.6,3,30587.55
Bmw,2020,Semi-Auto,5,Petrol,40.4,1.5,30543.35
Bmw,2019,Semi-Auto,2343,Petrol,40.4,1.5,30543.35
Mercedes,2019,Automatic,3439,Petrol,40.9,2,30583.77
Bmw,2019,Manual,3250,Petrol,41.5,1.5,30543.35
Mercedes,2019,Manual,1998,Petrol,47.1,1.3,30583.77
Bmw,2019,Manual,103,Diesel,51.4,2,30543.35
Bmw,2019,Semi-Auto,8310,Diesel,52.3,2,30543.35
Mercedes,2019,Automatic,1662,Petrol,53.3,1.3,30583.77
Toyota,2020,Automatic,3636,Hybrid,53.3,2,30550.62
Mercedes,2019,Automatic,275,Diesel,55.4,2,30583.77
Bmw,2020,Semi-Auto,2000,Diesel,57.7,1.5,30543.35
Bmw,2019,Manual,2715,Diesel,61.4,2,30543.35
Mercedes,2019,Semi-Auto,4930,Diesel,62.8,1.5,30584.9
Volkswagen,2019,Semi-Auto,11320,Diesel,32.8,2,30590.95
Bmw,2019,Automatic,13,Hybrid,113,1.5,30546.75
Hyundai,2020,Automatic,1290,Hybrid,1.1,1.6,30592.08
Toyota,2019,Automatic,4,Diesel,2.8,2.4,30555.15
Volkswagen,2019,Semi-Auto,2757,Petrol,30.4,2,30592.08
Bmw,2018,Semi-Auto,15000,Petrol,30.4,2,30547.88
Volkswagen,2019,Semi-Auto,3000,Petrol,32.5,1.4,30592.08
Bmw,2019,Automatic,8205,Petrol,32.5,3,30547.88
Toyota,2020,Semi-Auto,1500,Petrol,32.8,2,30555.15
Toyota,2019,Manual,2680,Petrol,33.2,2,30555.15
Hyundai,2020,Manual,1000,Petrol,34,2,30592.08
Hyundai,2020,Manual,133,Petrol,34.9,1.6,30592.08
Mercedes,2019,Automatic,500,Diesel,35.8,2.3,30588.3
Mercedes,2019,Automatic,500,Diesel,35.8,2.3,30588.3
Mercedes,2019,Automatic,500,Diesel,35.8,2.3,30588.3
Volkswagen,2019,Semi-Auto,2868,Petrol,35.8,2,30592.08
Volkswagen,2019,Semi-Auto,2909,Petrol,37.7,2,30592.08
Volkswagen,2019,Semi-Auto,4209,Petrol,37.7,2,30592.08
Volkswagen,2019,Semi-Auto,5000,Petrol,37.7,1.5,30592.08
Volkswagen,2018,Semi-Auto,9508,Petrol,37.7,2,30592.08
Mercedes,2016,Automatic,31211,Petrol,37.7,2,30588.3
Volkswagen,2017,Automatic,11363,Other,38.2,2,30592.08
Volkswagen,2019,Automatic,2036,Diesel,39.2,2,30592.08
Volkswagen,2019,Semi-Auto,4991,Petrol,39.2,1.5,30592.08
Volkswagen,2019,Automatic,7971,Diesel,39.2,2,30592.08
Volkswagen,2020,Semi-Auto,2964,Petrol,39.8,1.5,30592.08
Volkswagen,2019,Semi-Auto,3927,Diesel,39.8,2,30592.08
Volkswagen,2019,Semi-Auto,5160,Diesel,39.8,2,30592.08
Volkswagen,2020,Semi-Auto,6500,Petrol,39.8,1.5,30592.08
Volkswagen,2018,Semi-Auto,12500,Diesel,39.8,2,30592.08
Mercedes,2018,Semi-Auto,29724,Petrol,40.9,2,30588.3
Bmw,2019,Manual,2771,Petrol,41.5,1.5,30547.88
Bmw,2020,Semi-Auto,10,Petrol,42.2,1.5,30547.88
Mercedes,2019,Automatic,7475,Petrol,42.2,2,30588.3
Bmw,2019,Semi-Auto,10624,Petrol,42.2,2,30547.88
Volkswagen,2019,Manual,207,Diesel,43.5,2,30592.08
Volkswagen,2019,Semi-Auto,4482,Diesel,44.1,2,30592.08
Volkswagen,2019,Semi-Auto,4482,Diesel,44.1,2,30592.08
Volkswagen,2018,Semi-Auto,25700,Diesel,44.1,2,30592.08
Volkswagen,2020,Semi-Auto,810,Hybrid,44.8,1.5,30592.08
Mercedes,2019,Automatic,12725,Petrol,45.6,1.5,30588.3
Volkswagen,2018,Semi-Auto,15479,Diesel,45.6,2,30592.08
Hyundai,2019,Semi-Auto,12,Diesel,46.3,1.6,30592.08
Bmw,2019,Manual,110,Petrol,46.3,2,30547.88
Volkswagen,2020,Semi-Auto,5056,Diesel,46.3,2,30592.08
Mercedes,2020,Manual,5000,Petrol,47.1,1.3,30588.3
Volkswagen,2018,Semi-Auto,19652,Diesel,47.1,2,30592.08
Bmw,2016,Automatic,46126,Diesel,47.1,3,30547.88
Hyundai,2019,Manual,10,Hybrid,47.9,1.6,30592.08
Hyundai,2020,Manual,3000,Hybrid,47.9,1.6,30592.08
Volkswagen,2019,Manual,3000,Diesel,47.9,2,30592.08
Ford,2018,Automatic,8633,Diesel,47.9,2,30553.41
Bmw,2017,Semi-Auto,25350,Diesel,47.9,3,30547.88
Volkswagen,2020,Semi-Auto,1000,Diesel,49.6,2,30592.08
Bmw,2019,Automatic,2630,Diesel,49.6,2,30547.88
Volkswagen,2019,Semi-Auto,5142,Diesel,49.6,2,30592.08
Bmw,2017,Automatic,22300,Diesel,49.6,3,30547.88
Volkswagen,2018,Semi-Auto,22585,Diesel,49.6,2,30592.08
Hyundai,2019,Automatic,1000,Hybrid,50.4,1.6,30592.08
Bmw,2020,Semi-Auto,3500,Petrol,50.4,1.5,30547.88
Ford,2019,Manual,3500,Diesel,50.4,2,30553.41
Volkswagen,2019,Automatic,4250,Diesel,50.4,2,30592.08
Volkswagen,2019,Semi-Auto,4765,Diesel,50.4,2,30592.08
Hyundai,2019,Semi-Auto,5000,Hybrid,50.4,1.6,30592.08
Bmw,2020,Automatic,1500,Diesel,51.4,2,30547.88
Bmw,2019,Semi-Auto,4183,Diesel,52.3,2,30547.88
Bmw,2019,Semi-Auto,8021,Diesel,52.3,2,30547.88
Bmw,2019,Semi-Auto,9907,Diesel,52.3,2,30547.88
Bmw,2019,Semi-Auto,11355,Diesel,52.3,2,30547.88
Bmw,2019,Semi-Auto,12399,Diesel,52.3,2,30547.88
Bmw,2019,Semi-Auto,9698,Diesel,53.3,2,30547.88
Mercedes,2019,Semi-Auto,1,Diesel,54.3,1.6,30588.3
Toyota,2020,Automatic,2500,Hybrid,54.3,2,30555.15
Bmw,2016,Semi-Auto,13005,Diesel,54.3,2,30547.88
Volkswagen,2019,Semi-Auto,2936,Diesel,55.4,2,30592.08
Mercedes,2019,Semi-Auto,3000,Diesel,55.4,2,30588.3
Mercedes,2018,Semi-Auto,11209,Diesel,56.5,2,30588.3
Mercedes,2019,Semi-Auto,11980,Diesel,56.5,2,30588.3
Mercedes,2017,Semi-Auto,17987,Diesel,56.5,2.1,30588.3
Mercedes,2018,Semi-Auto,20226,Diesel,56.5,2.1,30588.3
Mercedes,2018,Semi-Auto,20696,Diesel,56.5,2.1,30588.3
Mercedes,2017,Semi-Auto,21500,Diesel,56.5,2.1,30588.3
Mercedes,2017,Semi-Auto,24205,Diesel,56.5,2.1,30588.3
Mercedes,2017,Automatic,25497,Diesel,56.5,2.1,30588.3
Mercedes,2017,Semi-Auto,33153,Diesel,56.5,2.1,30588.3
Mercedes,2018,Automatic,36998,Diesel,56.5,2.1,30588.3
Mercedes,2017,Semi-Auto,37950,Diesel,56.5,2.1,30588.3
Bmw,2019,Automatic,2407,Diesel,57.6,2,30547.88
Bmw,2017,Semi-Auto,25050,Diesel,57.6,3,30547.88
Mercedes,2019,Automatic,10765,Diesel,57.7,2,30588.3
Mercedes,2019,Semi-Auto,9,Diesel,60.1,1.6,30588.3
Bmw,2019,Semi-Auto,11,Diesel,60.1,2,30547.88
Bmw,2017,Automatic,22379,Diesel,60.1,3,30547.88
Volkswagen,2019,Manual,6000,Diesel,61.4,2,30592.08
Mercedes,2019,Semi-Auto,6447,Diesel,64.2,2,30588.3
Bmw,2019,Semi-Auto,4183,Diesel,65.7,2,30547.88
Bmw,2018,Automatic,6800,Diesel,68.9,2,30547.88
Mercedes,2017,Semi-Auto,29900,Diesel,70.6,2,30588.3
Toyota,2019,Automatic,3000,Hybrid,72.4,2,30555.15
Toyota,2019,Automatic,8152,Hybrid,74.3,1.8,30555.15
Toyota,2019,Automatic,12998,Hybrid,217.3,1.8,30555.15
Mercedes,2014,Semi-Auto,24175,Petrol,23.5,6.2,30591.7
Volkswagen,2019,Semi-Auto,10,Petrol,38.7,1.5,30595.48
Volkswagen,2019,Semi-Auto,4814,Diesel,39.2,2,30595.48
Volkswagen,2019,Semi-Auto,2936,Diesel,39.8,2,30595.48
Mercedes,2018,Automatic,6286,Petrol,39.8,2,30591.7
Bmw,2018,Semi-Auto,1426,Petrol,41.5,3,30551.27
Volkswagen,2017,Semi-Auto,15546,Diesel,42.8,3,30595.48
Mercedes,2017,Semi-Auto,37610,Diesel,42.8,3,30591.7
Mercedes,2018,Automatic,15696,Petrol,44.1,2,30591.7
Mercedes,2017,Semi-Auto,20113,Diesel,47.9,2.1,30591.7
Mercedes,2017,Semi-Auto,47120,Diesel,47.9,2.1,30591.7
Bmw,2019,Semi-Auto,12327,Diesel,48.7,2,30551.27
Bmw,2019,Semi-Auto,13268,Diesel,48.7,2,30551.27
Bmw,2019,Semi-Auto,14572,Diesel,48.7,2,30551.27
Bmw,2019,Semi-Auto,15002,Diesel,48.7,2,30551.27
Volkswagen,2019,Semi-Auto,25,Diesel,50.4,2,30595.48
Mercedes,2019,Semi-Auto,6926,Diesel,56.5,2,30591.7
Mercedes,2017,Semi-Auto,9172,Diesel,56.5,2.1,30591.7
Mercedes,2017,Semi-Auto,21554,Diesel,56.5,2.1,30591.7
Mercedes,2017,Semi-Auto,33544,Diesel,56.5,2.1,30591.7
Mercedes,2017,Semi-Auto,36239,Diesel,56.5,2.1,30591.7
Bmw,2017,Semi-Auto,34017,Diesel,57.6,3,30551.27
Mercedes,2020,Automatic,20,Diesel,65.7,1.5,30591.7
Volkswagen,2019,Semi-Auto,15950,Petrol,31.4,2,30596.62
Volkswagen,2019,Automatic,10008,Petrol,32.8,2,30596.62
Volkswagen,2019,Automatic,15182,Petrol,32.8,2,30596.62
Hyundai,2020,Manual,1472,Petrol,34,2,30596.62
Volkswagen,2019,Automatic,9500,Diesel,36.2,3,30596.62
Mercedes,2018,Semi-Auto,11000,Petrol,37.2,2,30592.83
Volkswagen,2017,Automatic,11400,Petrol,38.2,2,30596.62
Mercedes,2019,Semi-Auto,4673,Petrol,39.8,2,30592.83
Volkswagen,2017,Automatic,25011,Diesel,42.8,3,30596.62
Bmw,2020,Semi-Auto,570,Petrol,43.5,2,30552.4
Volkswagen,2019,Automatic,10002,Hybrid,43.5,1.4,30596.62
Volkswagen,2019,Semi-Auto,5000,Diesel,44.1,2,30596.62
Volkswagen,2020,Semi-Auto,3000,Hybrid,44.8,1.5,30596.62
Mercedes,2019,Semi-Auto,1500,Petrol,45.6,1.5,30592.83
Volkswagen,2019,Semi-Auto,5000,Diesel,45.6,2,30596.62
Volkswagen,2019,Semi-Auto,6754,Diesel,45.6,2,30596.62
Mercedes,2019,Semi-Auto,1758,Petrol,46.3,1.5,30592.83
Volkswagen,2020,Automatic,4381,Diesel,46.3,2,30596.62
Volkswagen,2019,Automatic,1201,Petrol,47.1,2,30596.62
Volkswagen,2019,Semi-Auto,6095,Petrol,47.1,2,30596.62
Mercedes,2019,Semi-Auto,8510,Petrol,47.1,1.5,30592.83
Bmw,2019,Manual,4500,Petrol,49.6,1.5,30552.4
Mercedes,2019,Semi-Auto,7634,Diesel,51.4,2.2,30592.83
Bmw,2019,Semi-Auto,9000,Diesel,52.3,2,30552.4
Mercedes,2019,Semi-Auto,8623,Diesel,54.3,2,30592.83
Mercedes,2019,Semi-Auto,8685,Diesel,54.3,2,30592.83
Mercedes,2019,Semi-Auto,8939,Diesel,54.3,2,30592.83
Mercedes,2019,Automatic,4999,Diesel,55.4,2,30592.83
Mercedes,2019,Semi-Auto,2315,Diesel,56.5,2,30592.83
Mercedes,2019,Automatic,3496,Diesel,56.5,2,30592.83
Mercedes,2019,Automatic,4105,Diesel,56.5,2,30592.83
Mercedes,2017,Automatic,10881,Diesel,56.5,2.1,30592.83
Mercedes,2017,Semi-Auto,35293,Diesel,56.5,2.1,30592.83
Mercedes,2019,Semi-Auto,3218,Diesel,58.9,1.6,30592.83
Mercedes,2019,Semi-Auto,6155,Diesel,61.4,2,30592.83
Mercedes,2019,Semi-Auto,8714,Diesel,61.4,2,30592.83
Mercedes,2019,Semi-Auto,9568,Diesel,61.4,2,30592.83
Mercedes,2020,Semi-Auto,2000,Diesel,62.8,1.5,30592.83
Mercedes,2020,Semi-Auto,1000,Diesel,67.3,1.5,30592.83
Mercedes,2019,Semi-Auto,6134,Diesel,72.4,2,30592.83
Toyota,2019,Automatic,6500,Hybrid,72.4,2,30559.67
Bmw,2017,Automatic,17942,Petrol,32.1,4.4,30553.53
Toyota,2019,Semi-Auto,100,Petrol,32.8,2,30560.81
Volkswagen,2019,Automatic,25221,Diesel,33.6,3,30597.75
Ford,2019,Manual,9737,Petrol,34.5,2.3,30559.07
Hyundai,2019,Manual,2000,Petrol,34.9,1.6,30597.75
Ford,2017,Manual,3593,Petrol,36.7,2.3,30559.07
Volkswagen,2019,Manual,8542,Petrol,37.2,2,30597.75
Volkswagen,2019,Automatic,8331,Petrol,37.7,2,30597.75
Volkswagen,2019,Automatic,12322,Petrol,37.7,2,30597.75
Mercedes,2019,Automatic,500,Diesel,38.2,2.1,30593.96
Mercedes,2019,Automatic,500,Diesel,38.2,2.1,30593.96
Bmw,2019,Automatic,6000,Petrol,39.2,2,30553.53
Volkswagen,2019,Automatic,12425,Diesel,39.2,2,30597.75
Mercedes,2018,Automatic,14228,Petrol,40.4,2,30593.96
Mercedes,2018,Automatic,15517,Petrol,40.4,2,30593.96
Volkswagen,2019,Semi-Auto,5000,Diesel,40.9,2,30597.75
Volkswagen,2019,Automatic,4444,Diesel,41.5,2,30597.75
Mercedes,2017,Automatic,12190,Diesel,42.8,3,30593.96
Mercedes,2017,Automatic,13107,Diesel,42.8,3,30593.96
Mercedes,2017,Automatic,14731,Diesel,42.8,3,30593.96
Bmw,2018,Automatic,14827,Petrol,42.8,2,30553.53
Mercedes,2017,Automatic,16263,Diesel,42.8,3,30593.96
Mercedes,2019,Semi-Auto,7721,Petrol,44.1,2,30593.96
Volkswagen,2019,Automatic,6000,Diesel,45.6,2,30597.75
Volkswagen,2018,Semi-Auto,14600,Diesel,45.6,2,30597.75
Bmw,2017,Automatic,21470,Diesel,45.6,3,30553.53
Mercedes,2019,Automatic,1196,Petrol,46.3,1.5,30593.96
Volkswagen,2019,Automatic,3000,Diesel,46.3,2,30597.75
Volkswagen,2019,Semi-Auto,3000,Petrol,47.1,2,30597.75
Volkswagen,2019,Manual,4812,Diesel,47.9,2,30597.75
Mercedes,2017,Automatic,17794,Diesel,47.9,2.1,30593.96
Mercedes,2017,Semi-Auto,29054,Diesel,47.9,2.1,30593.96
Mercedes,2017,Automatic,33555,Diesel,47.9,2.1,30593.96
Bmw,2020,Semi-Auto,25,Petrol,48.7,2,30553.53
Bmw,2019,Semi-Auto,9000,Petrol,48.7,2,30553.53
Ford,2019,Automatic,18457,Diesel,48.7,2,30559.07
Bmw,2019,Manual,4825,Diesel,49.6,2,30553.53
Volkswagen,2018,Manual,6000,Diesel,49.6,2,30597.75
Bmw,2018,Automatic,13430,Diesel,49.6,3,30553.53
Bmw,2019,Automatic,49,Diesel,50.4,2,30553.53
Bmw,2018,Semi-Auto,14519,Diesel,50.4,3,30553.53
Bmw,2019,Semi-Auto,1214,Diesel,51.4,2,30553.53
Bmw,2020,Semi-Auto,1501,Diesel,51.4,2,30553.53
Bmw,2018,Semi-Auto,12513,Diesel,51.4,3,30553.53
Bmw,2019,Semi-Auto,4814,Diesel,52.3,2,30553.53
Ford,2019,Automatic,4850,Diesel,54.3,2,30559.07
Mercedes,2016,Semi-Auto,8153,Diesel,56.5,2.1,30593.96
Mercedes,2017,Automatic,14819,Diesel,56.5,2.1,30593.96
Volkswagen,2020,Manual,2000,Diesel,57.7,2,30597.75
Bmw,2019,Semi-Auto,4724,Diesel,58.9,2,30553.53
Mercedes,2019,Semi-Auto,3689,Diesel,60.1,1.6,30593.96
Bmw,2019,Semi-Auto,4406,Diesel,60.1,2,30553.53
Mercedes,2019,Semi-Auto,10368,Diesel,61.4,2,30593.96
Mercedes,2019,Semi-Auto,6406,Diesel,64.2,2,30593.96
Mercedes,2015,Automatic,30782,Hybrid,64.2,2.1,30593.96
Bmw,2019,Semi-Auto,100,Diesel,65.7,2,30553.53
Bmw,2019,Semi-Auto,1400,Diesel,65.7,2,30553.53
Bmw,2020,Semi-Auto,1816,Petrol,48.7,2,30556.93
Bmw,2019,Manual,123,Diesel,62.8,2,30556.93
Toyota,2018,Automatic,13627,Hybrid,55.4,2.5,30567.6
Bmw,2019,Automatic,3195,Diesel,60.1,2,30560.32
Bmw,2019,Automatic,1402,Petrol,39.8,3,30571.64
Mercedes,2019,Automatic,5179,Diesel,67.3,2,30625.69
Mercedes,2019,Automatic,10415,Diesel,61.4,2,30634.76
Mercedes,2016,Semi-Auto,38438,Diesel,56.5,2.1,30650.62
Toyota,2019,Automatic,3348,Petrol,32.8,2,30628.72
Mercedes,2019,Automatic,6655,Petrol,44.1,2,30668.75
Mercedes,2019,Semi-Auto,5578,Diesel,54.3,1.6,30691.41
Bmw,2020,Semi-Auto,3168,Hybrid,49.6,2,30655.38
Volkswagen,2020,Semi-Auto,99,Diesel,47.9,2,30705.41
Mercedes,2019,Semi-Auto,1059,Petrol,45.6,1.5,30706.14
Mercedes,2019,Semi-Auto,1327,Petrol,45.6,1.5,30706.14
Mercedes,2019,Semi-Auto,2500,Petrol,45.6,1.5,30706.14
Mercedes,2019,Semi-Auto,3598,Diesel,58.9,1.6,30706.14
Mercedes,2018,Semi-Auto,17762,Diesel,58.9,2,30706.14
Mercedes,2019,Automatic,9196,Diesel,41.5,2.1,30707.28
Bmw,2017,Semi-Auto,34335,Diesel,54.3,3,30666.7
Mercedes,2016,Semi-Auto,27634,Diesel,56.5,2.1,30709.54
Volkswagen,2019,Semi-Auto,5500,Diesel,50.4,2,30723.54
Bmw,2019,Semi-Auto,5046,Diesel,65.7,2,30694.99
Bmw,2019,Automatic,5732,Petrol,42.2,2,30700.64
Mercedes,2019,Semi-Auto,9814,Diesel,54.3,2,30759.4
Mercedes,2019,Semi-Auto,2000,Petrol,38.2,2,30762.8
Mercedes,2019,Semi-Auto,2001,Petrol,38.2,2,30762.8
Bmw,2017,Semi-Auto,66068,Diesel,51.4,3,30725.54
Bmw,2019,Automatic,4734,Petrol,48.7,2,30736.86
Bmw,2019,Semi-Auto,3763,Petrol,42.2,2,30757.23
Volkswagen,2017,Semi-Auto,17325,Diesel,42.8,3,30804
Volkswagen,2019,Manual,6635,Diesel,47.9,2,30813.07
Mercedes,2016,Automatic,37236,Diesel,47.9,2.1,30809.26
Bmw,2019,Manual,5382,Diesel,53.3,2,30768.54
Bmw,2019,Semi-Auto,4036,Diesel,52.3,2,30774.2
Mercedes,2019,Automatic,4114,Diesel,57.7,2,30814.92
Bmw,2017,Semi-Auto,6245,Diesel,51.4,3,30776.46
Bmw,2019,Semi-Auto,3469,Diesel,58.9,2,30776.46
Mercedes,2019,Semi-Auto,3780,Petrol,42.2,2,30819.45
Mercedes,2019,Semi-Auto,930,Petrol,45.6,1.5,30819.45
Mercedes,2019,Automatic,754,Petrol,46.3,1.5,30819.45
Mercedes,2019,Semi-Auto,8982,Diesel,54.3,2,30819.45
Mercedes,2019,Semi-Auto,5926,Diesel,56.5,2,30819.45
Mercedes,2017,Semi-Auto,21452,Diesel,56.5,2.1,30819.45
Ford,2019,Manual,4288,Petrol,34.5,2.3,30785.43
Volkswagen,2019,Semi-Auto,1293,Petrol,39.8,1.5,30825.53
Volkswagen,2020,Semi-Auto,796,Petrol,39.8,1.5,30832.33
Mercedes,2018,Automatic,5002,Petrol,47.1,2,30848.91
Mercedes,2019,Semi-Auto,13387,Diesel,56.5,2.1,30851.18
Volkswagen,2019,Semi-Auto,1669,Petrol,37.7,2,30862.93
Volkswagen,2019,Automatic,3882,Petrol,47.1,2,30869.73
Bmw,2019,Semi-Auto,7657,Hybrid,49.6,2,30826.25
Mercedes,2018,Semi-Auto,11397,Diesel,51.4,3,30868.18
Mercedes,2018,Automatic,12054,Diesel,67.3,2.1,30870.44
Mercedes,2019,Automatic,500,Diesel,56.5,2.1,30871.58
Mercedes,2017,Automatic,26155,Petrol,40.9,2,30874.98
Toyota,2019,Automatic,10524,Diesel,38.7,2,30842.64
Mercedes,2019,Semi-Auto,1000,Petrol,39.8,2,30876.11
Mercedes,2019,Semi-Auto,7060,Diesel,54.3,2,30876.11
Mercedes,2018,Automatic,8761,Diesel,57.7,2,30876.11
Volkswagen,2019,Semi-Auto,6000,Diesel,45.6,2,30881.06
Mercedes,2019,Semi-Auto,10871,Diesel,56.5,2,30877.24
Mercedes,2016,Automatic,30810,Diesel,56.5,2.1,30877.24
Mercedes,2017,Semi-Auto,26000,Diesel,70.6,2,30877.24
Mercedes,2016,Semi-Auto,33177,Diesel,47.9,2.1,30888.57
Mercedes,2018,Automatic,15074,Diesel,57.7,2,30902.17
Volkswagen,2019,Automatic,8019,Diesel,39.8,2,30909.39
Bmw,2019,Semi-Auto,5177,Diesel,48.7,2,30864.73
Bmw,2019,Manual,3377,Diesel,54.3,2,30864.73
Bmw,2019,Semi-Auto,7311,Petrol,42.2,2,30870.39
Mercedes,2019,Semi-Auto,7268,Petrol,46.3,1.5,30911.24
Bmw,2019,Automatic,5231,Petrol,48.7,2,30870.39
Bmw,2019,Semi-Auto,11439,Petrol,40.9,2,30876.04
Volkswagen,2019,Automatic,6569,Petrol,32.8,2,30926.39
Volkswagen,2019,Semi-Auto,4956,Petrol,37.7,2,30926.39
Volkswagen,2018,Semi-Auto,15318,Petrol,38.2,2,30926.39
Volkswagen,2019,Semi-Auto,10456,Diesel,48.7,2,30926.39
Bmw,2019,Semi-Auto,4476,Diesel,58.9,2,30881.7
Volkswagen,2018,Semi-Auto,16642,Petrol,38.2,2,30927.53
Volkswagen,2019,Semi-Auto,3381,Diesel,49.6,2,30927.53
Toyota,2019,Automatic,19814,Hybrid,49.6,2.5,30892.45
Volkswagen,2018,Automatic,6200,Diesel,36.2,3,30932.06
Volkswagen,2019,Manual,99,Diesel,47.9,2,30932.06
Volkswagen,2020,Automatic,2317,Diesel,49.6,2,30932.06
Volkswagen,2019,Semi-Auto,6241,Diesel,52.3,2,30932.06
Mercedes,2019,Automatic,4001,Diesel,55.4,2,30928.23
Mercedes,2019,Semi-Auto,4200,Diesel,60.1,1.6,30928.23
Toyota,2019,Automatic,1748,Hybrid,74.3,1.8,30894.71
Mercedes,2017,Semi-Auto,18403,Petrol,40.4,2,30931.63
Bmw,2019,Semi-Auto,8319,Diesel,48.7,2,30890.76
Volkswagen,2019,Semi-Auto,8415,Petrol,31.4,2,30936.59
Volkswagen,2019,Semi-Auto,10632,Petrol,31.4,2,30936.59
Mercedes,2019,Automatic,2924,Petrol,38.2,2,30932.76
Mercedes,2019,Semi-Auto,3174,Petrol,38.2,2,30932.76
Mercedes,2019,Semi-Auto,3225,Petrol,38.2,2,30932.76
Volkswagen,2018,Automatic,14000,Petrol,38.2,2,30936.59
Mercedes,2019,Semi-Auto,1581,Petrol,44.1,1.3,30932.76
Mercedes,2019,Automatic,138,Petrol,45.6,1.5,30932.76
Mercedes,2019,Automatic,386,Petrol,45.6,1.5,30932.76
Mercedes,2019,Semi-Auto,1000,Petrol,46.3,1.5,30932.76
Mercedes,2019,Semi-Auto,8768,Diesel,54.3,2,30932.76
Mercedes,2019,Semi-Auto,8768,Diesel,54.3,2,30932.76
Mercedes,2019,Automatic,2584,Diesel,58.9,1.6,30932.76
Mercedes,2018,Semi-Auto,3150,Diesel,61.4,2,30932.76
Mercedes,2020,Semi-Auto,100,Petrol,35.8,1.6,30933.9
Mercedes,2019,Semi-Auto,5860,Petrol,37.7,2,30933.9
Ford,2019,Manual,5612,Diesel,55.4,2,30898.62
Mercedes,2019,Automatic,811,Diesel,65.7,2,30933.9
Mercedes,2019,Semi-Auto,6184,Diesel,58.9,2,30952.03
Mercedes,2018,Semi-Auto,12443,Diesel,70.6,2,30963.36
Mercedes,2020,Semi-Auto,1550,Petrol,53.3,1.3,30986.02
Volkswagen,2019,Automatic,18273,Diesel,39.2,2,30993.25
Mercedes,2019,Semi-Auto,5917,Diesel,64.2,2,30989.42
Mercedes,2017,Automatic,39110,Diesel,42.8,3,30998.48
Mercedes,2019,Semi-Auto,1000,Diesel,56.5,2.1,31000.75
Volkswagen,2019,Automatic,6600,Diesel,50.4,2,31018.19
Bmw,2019,Semi-Auto,6336,Diesel,52.3,2,30974.49
Mercedes,2019,Automatic,6005,Petrol,39.8,2,31024.55
Mercedes,2017,Semi-Auto,37060,Diesel,47.9,2.1,31024.55
