Make,Year,Transmission,Mileage,FuelType,MPG,EngineSize,USDPrice
Hyundai,2015,Manual,67212,Diesel,78.4,1.6,7927.08
Ford,2017,Manual,17000,Diesel,85.6,1.5,7917.06
Ford,2015,Manual,30901,Petrol,54.3,1.2,7919.33
Ford,2014,Manual,37396,Petrol,56.5,1,7919.33
Toyota,2016,Manual,21403,Petrol,58,1.3,7919.78
Ford,2014,Manual,23303,Petrol,65.7,1,7919.33
Ford,2015,Manual,37090,Petrol,65.7,1,7919.33
Toyota,2016,Manual,52667,Petrol,66,1,7919.78
Ford,2013,Semi-Auto,16736,Petrol,44.1,1.6,7920.46
Hyundai,2013,Automatic,26550,Petrol,47.1,1.4,7930.48
Hyundai,2015,Manual,30010,Petrol,47.1,1.4,7930.48
Hyundai,2013,Manual,46245,Diesel,48.7,1.7,7930.48
Bmw,2013,Manual,57125,Petrol,49.6,1.6,7919.02
Hyundai,2016,Manual,73053,Petrol,50.4,1.4,7930.48
Toyota,2013,Manual,17121,Petrol,51.4,1.3,7920.91
Toyota,2014,Manual,24900,Petrol,51.4,1.3,7920.91
Hyundai,2013,Manual,69605,Diesel,53.3,1.7,7930.48
Hyundai,2013,Manual,80465,Diesel,53.3,1.7,7930.48
Ford,2015,Manual,11052,Petrol,54.3,1.2,7920.46
Ford,2013,Manual,13603,Petrol,54.3,1.2,7920.46
Ford,2013,Manual,15268,Petrol,54.3,1.2,7920.46
Ford,2014,Manual,20325,Petrol,54.3,1.2,7920.46
Ford,2014,Manual,29095,Petrol,54.3,1.2,7920.46
Ford,2015,Manual,30383,Petrol,54.3,1.2,7920.46
Ford,2015,Manual,30518,Petrol,54.3,1.2,7920.46
Ford,2015,Manual,32775,Petrol,54.3,1.2,7920.46
Ford,2014,Manual,33154,Petrol,54.3,1.2,7920.46
Ford,2016,Manual,34716,Petrol,54.3,1.2,7920.46
Ford,2016,Manual,34804,Petrol,54.3,1.2,7920.46
Ford,2015,Manual,37376,Petrol,54.3,1.2,7920.46
Ford,2015,Manual,42477,Petrol,54.3,1.2,7920.46
Toyota,2015,Manual,45357,Petrol,55,1.3,7920.91
Toyota,2013,Semi-Auto,37825,Petrol,55.4,1.3,7920.91
Volkswagen,2013,Manual,44343,Petrol,57.6,1.2,7930.48
Volkswagen,2013,Manual,52682,Petrol,57.6,1.2,7930.48
Volkswagen,2014,Manual,80206,Petrol,57.6,1.2,7930.48
Ford,2017,Manual,21203,Petrol,57.7,1.2,7920.46
Hyundai,2017,Manual,39968,Petrol,57.7,1.2,7930.48
Toyota,2015,Manual,35700,Petrol,58,1.3,7920.91
Volkswagen,2014,Manual,61324,Petrol,58.9,1.2,7930.48
Hyundai,2017,Manual,21962,Petrol,60.1,1,7930.48
Hyundai,2018,Manual,24152,Petrol,60.1,1,7930.48
Volkswagen,2015,Manual,31422,Petrol,60.1,1,7930.48
Ford,2013,Manual,37522,Diesel,60.1,1.6,7920.46
Volkswagen,2015,Manual,40310,Petrol,60.1,1,7930.48
Volkswagen,2014,Manual,42573,Petrol,60.1,1,7930.48
Volkswagen,2015,Manual,45378,Petrol,60.1,1,7930.48
Ford,2014,Manual,45460,Diesel,60.1,1.6,7920.46
Volkswagen,2017,Manual,22981,Petrol,62.8,1,7930.48
Bmw,2013,Manual,73603,Diesel,62.8,2,7919.02
Volkswagen,2017,Manual,26437,Petrol,64.2,1,7930.48
Ford,2015,Manual,19505,Petrol,65.7,1,7920.46
Ford,2014,Manual,33353,Petrol,65.7,1,7920.46
Ford,2015,Manual,39405,Petrol,65.7,1,7920.46
Ford,2013,Manual,52431,Petrol,65.7,1,7920.46
Toyota,2016,Manual,22169,Petrol,66,1,7920.91
Toyota,2015,Manual,34864,Petrol,66,1,7920.91
Ford,2014,Manual,68650,Diesel,67.3,1.6,7920.46
Toyota,2017,Manual,20155,Petrol,68.9,1,7920.91
Toyota,2017,Manual,27735,Petrol,68.9,1,7920.91
Toyota,2017,Manual,31571,Petrol,68.9,1,7920.91
Toyota,2017,Manual,36975,Petrol,68.9,1,7920.91
Toyota,2017,Manual,39344,Petrol,68.9,1,7920.91
Volkswagen,2013,Manual,60039,Diesel,68.9,1.6,7930.48
Volkswagen,2013,Manual,68931,Diesel,68.9,1.6,7930.48
Toyota,2017,Manual,8044,Petrol,69,1,7920.91
Toyota,2016,Manual,12170,Petrol,69,1,7920.91
Toyota,2017,Manual,13423,Petrol,69,1,7920.91
Toyota,2016,Manual,21145,Petrol,69,1,7920.91
Toyota,2016,Manual,28707,Petrol,69,1,7920.91
Toyota,2015,Manual,28880,Petrol,69,1,7920.91
Toyota,2016,Manual,31501,Petrol,69,1,7920.91
Ford,2015,Manual,76588,Diesel,74.3,1.5,7920.46
Ford,2014,Manual,32677,Diesel,76.4,1.5,7920.46
Ford,2014,Manual,33393,Diesel,76.4,1.5,7920.46
Hyundai,2015,Manual,54324,Diesel,78.4,1.6,7930.48
Hyundai,2015,Manual,54755,Diesel,78.4,1.6,7930.48
Ford,2016,Manual,38052,Diesel,78.5,1.5,7920.46
Ford,2015,Manual,48938,Diesel,78.5,1.5,7920.46
Ford,2016,Manual,49010,Diesel,78.5,1.5,7920.46
